O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
30853,2210,O,267438.56,1995-07-28,3-MEDIUM,"Clerk#000000353",0,c ideas. ironic deposits haggle for the quickl
30854,841,O,167042.50,1997-02-28,5-LOW,"Clerk#000000852",0,special sentiments. quickly final reques
30855,2183,O,177088.83,1996-11-14,5-LOW,"Clerk#000000165",0,gle. blithely permanent theodolites sleep furiously. slyl
30880,1873,O,69376.76,1997-11-05,1-URGENT,"Clerk#000000152",0,oggedly regular foxes against the furiously brave instructions must h
30881,1837,F,166749.49,1993-06-12,2-HIGH,"Clerk#000000463",0,es grow furiously never pending request
30882,19,O,85635.63,1996-10-11,4-NOT SPECIFIED,"Clerk#000000176",0,eans. excuses boost 
30883,2194,F,234186.07,1993-08-22,3-MEDIUM,"Clerk#000000844",0,iments maintain quickly 
30884,1454,F,111617.77,1993-09-27,5-LOW,"Clerk#000000481",0,e. quickly pending deposits wake carefully. unusual requests are unu
30885,1520,F,249849.84,1993-06-22,2-HIGH,"Clerk#000000871",0,"are carefully ironic, even ideas! quickly ironic packages are blit"
30886,2458,F,179705.78,1992-05-13,5-LOW,"Clerk#000000755",0, fluffily express idea
30887,830,F,149876.09,1993-07-08,1-URGENT,"Clerk#000000522",0,to beans solve. ironic deposits are furiously pending p
30912,2038,F,120045.31,1993-11-25,4-NOT SPECIFIED,"Clerk#000000175",0,ges boost furiously carefully unusual deposits. re
30913,1460,F,272732.82,1992-09-23,3-MEDIUM,"Clerk#000000796",0,s haggle slyly silent packages. foxes acc
30914,2884,O,80404.21,1997-05-21,2-HIGH,"Clerk#000000844",0,ven instructions nag slyly qu
30915,2836,F,166897.90,1994-01-17,5-LOW,"Clerk#000000928",0,"mong the carefully ironic excuses. pending, special foxes boost ca"
30916,2455,F,49723.51,1994-07-19,2-HIGH,"Clerk#000000408",0,ainst the blithely final requests. slyly expres
30917,139,F,164219.92,1993-11-02,5-LOW,"Clerk#000000904",0, do use quickly along the unusual realms. quic
30918,202,O,7637.01,1995-11-17,4-NOT SPECIFIED,"Clerk#000000811",0,ke about the slyly ironic theodolites. fluffily bold dependencies s
30919,1180,F,197601.54,1992-09-26,2-HIGH,"Clerk#000000229",0, furiously unusual accounts sleep slyly r
30944,472,O,223204.19,1995-06-23,1-URGENT,"Clerk#000000112",0,usly ruthless requests. furiously final asymptote
30945,422,F,134093.91,1994-08-19,2-HIGH,"Clerk#000000697",0,at the carefully regular excuses. ironically regular courts alon
30946,400,F,22240.08,1994-04-19,1-URGENT,"Clerk#000000312",0,ins use slyly. fluffily final instructions cajole among t
30947,2930,F,131742.18,1993-07-15,5-LOW,"Clerk#000000254",0,ly. slyly dogged platelets thrash blithely instru
30948,1460,O,19116.93,1996-10-11,4-NOT SPECIFIED,"Clerk#000000050",0,ironic deposits are fluffily along 
30949,2147,F,178737.93,1992-01-31,1-URGENT,"Clerk#000000776",0,dolphins. blithely express accounts haggle carefully about the 
30950,865,O,77488.48,1995-12-13,1-URGENT,"Clerk#000000854",0,cording to the slyly even deposits. quickly furious
30951,1909,O,56867.65,1996-07-06,2-HIGH,"Clerk#000000119",0,ly sly grouches detect slyly about the blithely re
30976,101,F,58855.63,1992-10-25,2-HIGH,"Clerk#000000473",0,ording to the caref
30977,230,O,117744.96,1996-06-19,3-MEDIUM,"Clerk#000000519",0,ets. silent packages nag a
30978,2323,O,58737.15,1996-06-30,1-URGENT,"Clerk#000000594",0,kages would serve carefully between the quick
30979,2056,F,66388.85,1994-03-04,4-NOT SPECIFIED,"Clerk#000000431",0,y ironic deposits. bold accounts nag slyly unusual re
30980,488,O,68523.10,1995-08-27,5-LOW,"Clerk#000000844",0,"sly pending pinto beans about the ironic, final deposits sleep fur"
30981,1876,F,248849.62,1995-02-16,5-LOW,"Clerk#000000665",0,nal warthogs. pending packages
30982,2497,O,63383.14,1997-02-07,1-URGENT,"Clerk#000000453",0,lar accounts. even ideas hinder slyly! regular requests haggle furious
30983,2294,O,224968.73,1998-03-23,4-NOT SPECIFIED,"Clerk#000000809",0,ly ironic theodolites about the carefully ironic requests 
31008,503,O,153503.07,1998-01-04,5-LOW,"Clerk#000000002",0,s. quickly pending instructions beside the carefully express deposits boost c
31009,517,O,163508.79,1997-05-29,3-MEDIUM,"Clerk#000000350",0,telets haggle carefully around the furiously regular asymp
31010,232,O,53150.43,1997-01-19,2-HIGH,"Clerk#000000048",0,regular pinto beans. blithe
31011,1318,F,63029.92,1994-11-14,2-HIGH,"Clerk#000000385",0,ns haggle furiously according to the carefully e
31012,640,O,116788.71,1997-07-10,5-LOW,"Clerk#000000052",0,evenly according to the asympto
31013,1831,O,134883.29,1996-10-11,4-NOT SPECIFIED,"Clerk#000000580",0,xes among the regular instruct
31014,1226,O,229069.98,1998-01-14,3-MEDIUM,"Clerk#000000523",0,equests. furiously even theodolites engage ar
31015,448,F,95415.75,1993-01-24,2-HIGH,"Clerk#000000626",0,wake furiously ironic requests. carefully careful instructions acro
31040,1969,F,249063.41,1993-09-15,4-NOT SPECIFIED,"Clerk#000000924",0,ully dogged requests. t
31041,2960,O,79671.81,1997-11-23,3-MEDIUM,"Clerk#000000822",0,ts; carefully busy request
31042,2803,F,103993.14,1992-11-20,3-MEDIUM,"Clerk#000000178",0,s sleep slyly after the blithely final deposits. slyly unusual deposits woul
31043,1387,F,88022.31,1994-07-16,2-HIGH,"Clerk#000000797",0,brave requests. sometimes regular accounts
31044,1295,F,67309.54,1993-01-11,5-LOW,"Clerk#000000688",0,ully even platelets. deposits play quickly: special theodol
31045,1543,O,108641.54,1996-02-19,5-LOW,"Clerk#000000028",0,kages across the bold deposits nag furiously
31046,1312,F,254583.27,1995-02-08,1-URGENT,"Clerk#000000228",0,y pending notornis. 
31047,2549,O,267357.84,1997-05-22,1-URGENT,"Clerk#000000122",0,doubt furiously final requests. bold deposits use
31072,1447,F,45544.14,1993-11-30,5-LOW,"Clerk#000000379",0,theodolites. carefull
31073,470,F,232394.17,1993-07-26,3-MEDIUM,"Clerk#000000046",0,"alms use along the ironic, regular pint"
31074,1301,O,198497.92,1997-04-22,4-NOT SPECIFIED,"Clerk#000000723",0,"ffy, silent grouches sleep fluffily across the"
31075,1141,O,64114.42,1995-08-27,2-HIGH,"Clerk#000000952",0,"ial deposits believe regular, express theodolites. pendi"
31076,527,F,21914.30,1992-07-20,5-LOW,"Clerk#000000731",0,"ctions. regular, express instructions haggle furiously "
31077,397,F,27596.62,1993-10-24,4-NOT SPECIFIED,"Clerk#000000152",0,reach slyly along the carefully even 
31078,2488,F,111175.97,1994-02-11,1-URGENT,"Clerk#000000590",0,ans cajole finally furiously final theodolites. even packages 
31079,460,O,3126.27,1995-09-05,4-NOT SPECIFIED,"Clerk#000000383",0,"lent tithes. express, regular decoys sl"
31104,2992,O,37989.91,1997-02-21,2-HIGH,"Clerk#000000656",0,areful excuses. express pinto beans are furiously ag
31105,838,O,175304.74,1996-06-16,4-NOT SPECIFIED,"Clerk#000000225",0,"g accounts across the express ideas haggle slyly final, unu"
31106,1297,F,277682.83,1992-02-17,5-LOW,"Clerk#000000154",0,ial pinto beans according to the care
31107,1165,F,89806.80,1993-08-02,4-NOT SPECIFIED,"Clerk#000000504",0,ounts doubt among the even foxes. slyly final excuses sleep furiou
31108,2137,F,138298.51,1994-08-02,1-URGENT,"Clerk#000000909",0,ithely. pinto beans cajole carefully. even packages wake blithely 
31109,2224,O,138038.00,1995-10-29,5-LOW,"Clerk#000000986",0,nstructions haggle fluff
31110,868,O,120295.23,1996-12-09,5-LOW,"Clerk#000000813",0,y regular courts. slyly regular requests use. final pinto beans sle
31111,1660,F,197721.32,1994-08-25,4-NOT SPECIFIED,"Clerk#000000704",0,"iously? busy, sly ideas haggle. furiously express deposits are furiously"
31136,1363,O,11563.90,1996-04-13,2-HIGH,"Clerk#000000059",0," carefully slyly express theodolites. ironic, even p"
31137,2803,O,160481.22,1997-01-24,1-URGENT,"Clerk#000000687",0,ages sleep near the bravely ironic depos
31138,97,F,25884.47,1994-01-22,2-HIGH,"Clerk#000000346",0,equests nag quickly. instruction
31139,907,F,186517.39,1993-12-19,4-NOT SPECIFIED,"Clerk#000000278",0,f the regular deposits haggle slyly about the express
31140,2365,F,27975.06,1995-02-02,1-URGENT,"Clerk#000000021",0,uickly regular ideas across the carefully unusual 
31141,469,F,152453.77,1992-07-12,2-HIGH,"Clerk#000000108",0,lly express requests cajole furiously
31142,1147,O,94336.68,1997-01-24,3-MEDIUM,"Clerk#000000506",0,ronic accounts dazzle blithely. deposits sleep carefully slyly fina
31143,698,O,11918.58,1996-12-07,3-MEDIUM,"Clerk#000000990",0,heodolites. special dolphins hag
31168,2017,F,140418.76,1992-02-14,1-URGENT,"Clerk#000000199",0,kly final ideas are 
31169,2890,P,310824.28,1995-06-10,5-LOW,"Clerk#000000330",0,s haggle across the blithely special pint
31170,1270,F,105634.22,1992-01-28,3-MEDIUM,"Clerk#000000629",0,atelets lose slyly along the furiously silent accounts. furiously f
31171,1114,F,91771.39,1994-04-09,4-NOT SPECIFIED,"Clerk#000000704",0,e. silent frays boost carefully. slyly regular deposits nod carefully.
31172,796,O,99280.21,1997-10-17,4-NOT SPECIFIED,"Clerk#000000278",0,side of the fluffily regular packages.
31173,1813,F,220887.18,1992-08-19,5-LOW,"Clerk#000000607",0,sual foxes affix. requests wake carefully. instr
31174,2876,F,164376.77,1994-03-27,4-NOT SPECIFIED,"Clerk#000000628",0,"inal, final asymptotes wake carefully furiously pen"
31175,1165,F,129292.71,1994-09-27,1-URGENT,"Clerk#000000229",0,ironic deposits nag furiously. furiously regula
31200,2848,O,165338.31,1996-09-07,1-URGENT,"Clerk#000000940",0,s sleep slyly silent pinto beans. 
31201,2234,O,8792.74,1997-11-01,2-HIGH,"Clerk#000000279",0,ke furiously after the regular ideas. package
31202,1429,F,48051.13,1993-01-23,2-HIGH,"Clerk#000000170",0,yly ironic deposits 
31203,148,O,56395.96,1997-10-18,1-URGENT,"Clerk#000000922",0,ages boost furiously. carefully regular accounts nag slowly regular requests. 
31204,2498,F,240536.26,1993-08-22,5-LOW,"Clerk#000000082",0,uickly among the ironic instructions. 
31205,259,O,215972.05,1996-07-30,5-LOW,"Clerk#000000819",0,inal requests. regularly ironic requests above 
31206,461,F,115481.71,1993-02-05,1-URGENT,"Clerk#000000418",0,fix carefully. fluffily regular theodolites sleep furiously. platelets b
31207,2293,F,43766.52,1994-06-21,4-NOT SPECIFIED,"Clerk#000000984",0,ironic requests. slyly pending 
31232,2563,F,112157.08,1992-08-30,2-HIGH,"Clerk#000000583",0," instructions. final ideas affix slyly about the unusual, ironic pa"
31233,394,O,211472.11,1995-09-25,5-LOW,"Clerk#000000042",0,deposits. blithely unusual packages solve furiously. carefully final 
31234,2834,F,43538.50,1994-12-14,4-NOT SPECIFIED,"Clerk#000000380",0, quickly ironic dolphins boost blithely after
31235,2362,O,177969.89,1996-07-26,3-MEDIUM,"Clerk#000000996",0,arefully pending instructions-- fi
31236,2885,O,137154.65,1996-07-02,5-LOW,"Clerk#000000252",0,regular dependencies cajole slyly along the blithely furious notornis
31237,535,O,185025.35,1995-07-30,4-NOT SPECIFIED,"Clerk#000000608",0,s believe. quickly bold accounts use instructions. quickly express pin
31238,550,F,221246.17,1993-08-23,3-MEDIUM,"Clerk#000000578",0,heaves. bold instructions alon
31239,1471,F,174133.08,1993-08-29,5-LOW,"Clerk#000000347",0,ependencies detect above the slyly 
31264,1276,O,30987.62,1997-07-08,3-MEDIUM,"Clerk#000000963",0,s serve blithely carefully silent dependencies-- courts wake. furio
31265,2881,O,295507.37,1996-10-28,1-URGENT,"Clerk#000000158",0,its sleep slyly final platelets. fluffily final
31266,97,F,93806.95,1992-10-04,2-HIGH,"Clerk#000000079",0,ges about the bold ideas boost blithely even foxes. doggedly ironic re
31267,1423,O,45043.52,1997-01-12,1-URGENT,"Clerk#000000926",0,refully even foxes. quickly regular theodolit
31268,1142,O,66280.84,1995-07-13,1-URGENT,"Clerk#000000975",0,ccounts integrate above the foxes. furiously pending packages 
31269,1484,F,45880.97,1992-03-12,2-HIGH,"Clerk#000000177",0,"express, bold pinto be"
31270,1757,F,308916.86,1992-11-24,3-MEDIUM,"Clerk#000000549",0, haggle across the slyly r
31271,1909,P,98000.33,1995-04-21,5-LOW,"Clerk#000000543",0,entiments. carefully regular packages sleep slyly requests. never bold 
31296,1837,F,202872.08,1993-12-01,1-URGENT,"Clerk#000000380",0,efully special instructions across th
31297,1744,F,314743.62,1992-08-19,5-LOW,"Clerk#000000181",0,uses impress ironic requests. 
31298,1021,O,103476.38,1996-10-31,1-URGENT,"Clerk#000000474",0,s sleep. regular foxes sleep about the ex
31299,2029,O,19684.91,1997-01-06,4-NOT SPECIFIED,"Clerk#000000196",0,l deposits haggle furious
31300,292,O,47814.91,1997-04-03,4-NOT SPECIFIED,"Clerk#000000888",0,uriously. packages after the tithes haggle carefully regular req
31301,70,F,124487.82,1993-10-19,5-LOW,"Clerk#000000949",0, special requests. blithely blithe theodolites integrat
31302,2531,F,323640.79,1992-08-02,2-HIGH,"Clerk#000000257",0," foxes are blithely final, regular accounts. quickly enticing theodolites"
31303,1760,P,161919.03,1995-03-21,5-LOW,"Clerk#000000081",0,"xpress, unusual deposits run against the regular, ironic acc"
31328,2269,O,251972.05,1998-04-20,5-LOW,"Clerk#000000624",0,atelets. platelets wake fluffily. bold packages haggle
31329,199,O,142792.22,1998-06-18,3-MEDIUM,"Clerk#000000167",0,sits. furiously regular requests thrash slyly regular courts. furiously
31330,1835,F,269858.92,1993-06-02,2-HIGH,"Clerk#000000310",0,ly even dependencies. quickly express acco
31331,2791,O,176871.91,1998-06-22,4-NOT SPECIFIED,"Clerk#000000605",0,sly. furiously bold deposits sublate 
31332,2482,O,39058.69,1998-06-02,1-URGENT,"Clerk#000000415",0,ly. blithely ironic depths nag fluffily express asymptotes. slyly even foxe
31333,2714,F,189836.86,1994-10-16,3-MEDIUM,"Clerk#000000284",0,"inal, pending platelets haggle furiously a"
31334,151,O,8870.43,1996-11-04,1-URGENT,"Clerk#000000056",0,s. special decoys will have to are carefully. furio
31335,466,O,76991.81,1996-01-12,4-NOT SPECIFIED,"Clerk#000000799",0,cajole carefully alongside of the requests. blithely ironic pinto beans hag
31360,2176,O,169448.01,1997-12-01,3-MEDIUM,"Clerk#000000804",0,riously regular packages dazzle. furiously regular ideas nag against the 
31361,1988,O,105375.82,1997-08-03,3-MEDIUM,"Clerk#000000640",0,es. pending platelets haggle quickly against the
31362,361,O,65601.59,1995-10-14,1-URGENT,"Clerk#000000011",0,ages. blithely special deposits sleep against t
31363,2837,F,35369.95,1994-04-18,5-LOW,"Clerk#000000202",0,theodolites. ironic foxes about the carefully special ideas wa
31364,2758,F,246326.31,1994-05-02,4-NOT SPECIFIED,"Clerk#000000713",0,y final packages against the fluffily bold p
31365,2161,P,226922.27,1995-05-28,3-MEDIUM,"Clerk#000000785",0,"ly. even, unusual foxes nag carefu"
31366,376,F,116905.03,1993-09-01,4-NOT SPECIFIED,"Clerk#000000684",0, packages. furiously brave instructions detect ac
31367,2482,O,97417.20,1996-10-07,5-LOW,"Clerk#000000716",0,ts haggle blithely al
31392,2801,F,169929.83,1993-05-07,5-LOW,"Clerk#000000311",0,uriously. unusual packages 
31393,970,F,177567.80,1992-05-12,1-URGENT,"Clerk#000000299",0,"equests. ironic, regular decoys are blithely after "
31394,2374,O,79404.13,1997-03-25,3-MEDIUM,"Clerk#000000793",0,"nal instructions wake blithely silent, quie"
31395,2425,F,68163.44,1992-08-01,1-URGENT,"Clerk#000000535",0,xpress deposits. slyly regular theodolites 
31396,2023,O,120317.09,1996-01-05,2-HIGH,"Clerk#000000804",0,"ly. final, regular packages wake blithely. pending dependencies"
31397,1060,O,24155.73,1997-01-18,1-URGENT,"Clerk#000000457",0,y unusual accounts boo
31398,1355,O,186471.67,1998-02-04,4-NOT SPECIFIED,"Clerk#000000870",0,engage blithely. fluffily special requests dazzle bold foxes. quick
31399,2678,O,331091.92,1995-11-06,4-NOT SPECIFIED,"Clerk#000000666",0, ideas wake packages. pinto beans serve unu
31424,1544,O,230156.50,1996-09-09,3-MEDIUM,"Clerk#000000802",0,long the regular depo
31425,2075,O,170067.65,1996-10-11,4-NOT SPECIFIED,"Clerk#000000258",0,even theodolites nag quickly after the furiously pending accounts. slyly
31426,2308,F,248415.27,1994-08-06,5-LOW,"Clerk#000000533",0,se quickly slyly regular deposits. quietly regular reques
31427,1483,F,99535.06,1994-05-27,1-URGENT,"Clerk#000000432",0,nic packages wake about the fluffily ironic ideas. regular instructions 
31428,1415,O,27559.39,1997-03-12,4-NOT SPECIFIED,"Clerk#000000373",0,"ular platelets are carefully. blithely regular deposits are quickly final, "
31429,2917,O,28869.03,1995-10-30,2-HIGH,"Clerk#000000450",0,dolites haggle furiously. deposits could have to 
31430,1999,F,11045.32,1992-05-15,4-NOT SPECIFIED,"Clerk#000000597",0,y final instructions. unusual accounts are slyly regular 
31431,1982,O,211620.52,1996-05-09,1-URGENT,"Clerk#000000560",0,e about the fluffily ironic ideas. regular instructions integrate along th
31456,1723,F,79117.01,1992-11-16,2-HIGH,"Clerk#000000805",0,s sleep carefully at the furiously unusual dolphins. carefully r
31457,286,O,99572.86,1996-01-01,2-HIGH,"Clerk#000000126",0,c requests sleep sometimes about the slyly special requests.
31458,2180,O,54494.25,1998-04-13,5-LOW,"Clerk#000000858",0,ound the requests. quickly bold theodoli
31459,2812,O,263598.52,1997-12-10,4-NOT SPECIFIED,"Clerk#000000627",0,tegrate furiously final accounts. regular deposits detect
31460,1222,F,74385.64,1992-08-27,2-HIGH,"Clerk#000000928",0,"en, pending theodolites. carefully even packages aro"
31461,388,O,141709.81,1995-06-28,3-MEDIUM,"Clerk#000000469",0,"re along the pending, unusual theodolites. carefully"
31462,509,F,89894.51,1993-07-11,4-NOT SPECIFIED,"Clerk#000000593",0,are slyly. express theodolites maintain carefully. quickly final 
31463,1231,O,87141.13,1996-11-02,3-MEDIUM,"Clerk#000000430",0,ithely. slyly express pla
31488,446,O,166797.87,1995-11-13,2-HIGH,"Clerk#000000911",0,sts wake about the pack
31489,2596,F,138641.62,1992-12-08,1-URGENT,"Clerk#000000025",0,"arefully special accounts. fluffily regular deposits eat slyly ironic, sile"
31490,2723,O,219784.91,1996-04-21,4-NOT SPECIFIED,"Clerk#000000633",0,the slyly even courts. pending d
31491,1109,O,62955.90,1998-05-18,2-HIGH,"Clerk#000000992",0,counts above the slyly ironic notornis sleep about the blithely even requests.
31492,22,F,272370.46,1993-10-16,1-URGENT,"Clerk#000000036",0,iously unusual platelets nod quickly according to the quic
